
s15/15_0401* 557 608 __ __ FN
s16/16_0101* 915 965 __ __ FN
s16/16_0101* 1228 1284 __ __ FN
s16/16_0101* 1792 1836 1770 1832 TP
s16/16_0101* 1794 1842 1770 1832 TP
s16/16_0101* __ __ 297 359 FP
s16/16_0101* __ __ 512 574 FP
s16/16_0101* __ __ 662 724 FP
s16/16_0101* __ __ 770 832 FP
s16/16_0101* __ __ 885 947 FP
s16/16_0101* __ __ 972 1034 FP
s16/16_0101* __ __ 1187 1249 FP
s16/16_0101* __ __ 1258 1320 FP
s16/16_0102* 187 240 199 261 TP
s16/16_0102* 173 248 199 261 TP
s16/16_0102* 317 400 309 371 TP
s16/16_0102* 322 356 309 371 TP
s16/16_0102* 322 359 309 371 TP
s16/16_0102* 420 445 __ __ FN
s16/16_0102* 526 543 __ __ FN
s16/16_0102* 720 741 __ __ FN
s16/16_0102* __ __ 130 192 FP
s16/16_0102* __ __ 378 440 FP
s16/16_0102* __ __ 559 621 FP
s16/16_0102* __ __ 1021 1083 FP
s16/16_0502* 338 373 315 377 TP
s16/16_0502* 850 894 __ __ FN
s16/16_0502* 1098 1148 __ __ FN
s16/16_0502* 1405 1441 __ __ FN
s16/16_0502* 1470 1523 __ __ FN
s16/16_0502* 2193 2220 __ __ FN
s16/16_0502* __ __ 119 181 FP
s16/16_0505* 68 89 __ __ FN
s16/16_0505* 991 997 __ __ FN
s16/16_0505* 1135 1205 __ __ FN
s16/16_0505* 1352 1388 __ __ FN
s16/16_0505* 1595 1615 __ __ FN
s16/16_0505* 1610 1678 1629 1691 TP
s16/16_0505* 1902 1952 1878 1940 TP
s16/16_0505* 2239 2295 __ __ FN
s16/16_0505* __ __ 30 92 FP
s16/16_0505* __ __ 1111 1173 FP
s16/16_0505* __ __ 1566 1628 FP
s16/16_0505* __ __ 2211 2273 FP
s16/16_0507* 844 870 __ __ FN
s16/16_0507* 1571 1633 __ __ FN
s16/16_0507* 2338 2411 2328 2390 TP
s16/16_0507* 3169 3215 __ __ FN
s16/16_0507* __ __ 845 907 FP
s16/16_0507* __ __ 945 1007 FP
s16/16_0507* __ __ 1545 1607 FP
s16/16_0507* __ __ 1608 1670 FP
s16/16_0507* __ __ 2252 2314 FP
s16/16_0507* __ __ 3100 3259 FP
s19/19_0102* 822 865 796 858 TP
s19/19_0102* 887 926 865 927 TP
s19/19_0505* 1755 1808 1741 1803 TP
s19/19_0507* 2977 3039 2956 3018 TP
s19/19_0507* __ __ 2839 2901 FP
s19/19_0507* __ __ 3075 3137 FP
s20/20_0502* 981 999 __ __ FN
s20/20_0502* 1125 1161 1100 1162 TP
s20/20_0502* 1403 1499 1445 1507 TP
s20/20_0502* __ __ 1178 1240 FP
s21/21_0401* 3379 3411 3356 3418 TP
s21/21_0401* __ __ 756 818 FP
s21/21_0401* __ __ 2383 2445 FP
s21/21_0401* __ __ 2564 2626 FP
s21/21_0401* __ __ 2747 2809 FP
s21/21_0401* __ __ 2873 2935 FP
s21/21_0101* 169 191 __ __ FN
s21/21_0101* __ __ 133 195 FP
s21/21_0101* __ __ 505 567 FP
s21/21_0101* __ __ 850 912 FP
s22/22_0402* 3246 3270 __ __ FN
s22/22_0402* __ __ 213 275 FP
s22/22_0402* __ __ 4120 4304 FP
s22/22_0101* 366 393 __ __ FN
s22/22_0101* 380 391 __ __ FN
s22/22_0101* 510 525 __ __ FN
s22/22_0101* 1562 1580 __ __ FN
s22/22_0101* 1573 1578 __ __ FN
s22/22_0101* 1645 1650 __ __ FN
s22/22_0101* 1706 1728 __ __ FN
s22/22_0101* 1752 1768 __ __ FN
s22/22_0101* 1822 1855 __ __ FN
s22/22_0101* 1915 1941 __ __ FN
s22/22_0101* __ __ 350 412 FP
s22/22_0101* __ __ 482 544 FP
s22/22_0101* __ __ 1538 1600 FP
s22/22_0102* 301 320 __ __ FN
s22/22_0102* 321 337 __ __ FN
s22/22_0102* 904 912 __ __ FN
s22/22_0102* __ __ 254 316 FP
s22/22_0503* 2758 2774 __ __ FN
s22/22_0503* __ __ -19 43 FP
s22/22_0503* __ __ 2726 2788 FP
s22/22_0508* 81 115 56 118 TP
s23/23_0402* 3685 3719 3663 3725 TP
s23/23_0402* 3799 3818 __ __ FN
s23/23_0402* 3879 3903 __ __ FN
s23/23_0402* __ __ -24 38 FP
s23/23_0402* __ __ 722 784 FP
s23/23_0402* __ __ 1651 1713 FP
s23/23_0402* __ __ 1927 1989 FP
s23/23_0402* __ __ 2398 2460 FP
s23/23_0402* __ __ 2566 2780 FP
s23/23_0402* __ __ 2957 3126 FP
s23/23_0402* __ __ 3529 3591 FP
s23/23_0402* __ __ 3873 3935 FP
s23/23_0102* 913 940 __ __ FN
s23/23_0102* 997 1015 __ __ FN
s23/23_0102* __ __ 30 92 FP
s23/23_0102* __ __ 324 386 FP
s23/23_0102* __ __ 636 698 FP
s23/23_0102* __ __ 803 865 FP
s23/23_0502* 1381 1460 __ __ FN
s23/23_0502* 1937 1963 __ __ FN
s23/23_0507* 2744 2764 __ __ FN
s23/23_0507* __ __ 2724 2786 FP
s24/24_0401* 355 385 __ __ FN
s24/24_0401* 434 450 __ __ FN
s24/24_0401* 1262 1269 __ __ FN
s24/24_0401* 1903 1950 1914 1976 TP
s24/24_0401* 2208 2276 __ __ FN
s24/24_0401* 2543 2576 __ __ FN
s24/24_0401* 3411 3440 __ __ FN
s24/24_0401* __ __ 2613 2675 FP
s24/24_0401* __ __ 3225 3287 FP
s24/24_0401* __ __ 3407 3469 FP
s24/24_0402* 3297 3342 3289 3351 TP
s24/24_0402* 3553 3599 3561 3623 TP
s24/24_0402* __ __ 2500 2562 FP
s24/24_0402* __ __ 4249 4311 FP
s24/24_0101* 1356 1380 __ __ FN
s24/24_0101* 1383 1419 1368 1430 TP
s24/24_0502* 852 869 __ __ FN
s24/24_0502* 1078 1101 __ __ FN
s24/24_0502* 1584 1630 __ __ FN
s24/24_0502* 1863 1889 __ __ FN
s24/24_0502* __ __ 813 875 FP
s24/24_0502* __ __ 1550 1612 FP
s24/24_0502* __ __ 1823 1885 FP
s24/24_0502* __ __ 1908 1970 FP
s24/24_0507* 832 881 839 901 TP
s24/24_0507* 1421 1464 __ __ FN
s24/24_0507* 1648 1658 __ __ FN
s24/24_0507* 1664 1703 1664 1726 TP
s24/24_0507* 1858 1882 __ __ FN
s24/24_0507* 2005 2044 2004 2066 TP
s24/24_0507* 2229 2247 __ __ FN
s24/24_0507* 2691 2746 __ __ FN
s24/24_0507* 3168 3223 3147 3209 TP
s24/24_0507* __ __ 1385 1447 FP
s24/24_0507* __ __ 2662 2724 FP
s24/24_0507* __ __ 3212 3274 FP
s25/25_0102* 470 490 __ __ FN
s25/25_0102* __ __ 968 1030 FP
s25/25_0502* 841 913 825 887 TP
s25/25_0502* 945 984 924 986 TP
s25/25_0502* __ __ 999 1061 FP
s25/25_0502* __ __ 1073 1135 FP
s25/25_0502* __ __ 1253 1315 FP
s25/25_0508* 123 167 __ __ FN
s25/25_0508* 189 203 __ __ FN
s25/25_0508* __ __ 153 215 FP
s25/25_0508* __ __ 328 469 FP
s25/25_0508* __ __ 550 612 FP
s26/26_0401* 575 622 __ __ FN
s26/26_0401* __ __ 37 99 FP
s26/26_0101* 1014 1040 __ __ FN
s26/26_0101* __ __ 24 86 FP
s26/26_0102* 308 345 307 369 TP
s26/26_0102* 428 447 __ __ FN
s26/26_0102* __ __ -23 39 FP
s26/26_0102* __ __ 746 808 FP
s26/26_0503* 408 438 __ __ FN
s26/26_0503* 1727 1757 __ __ FN
s26/26_0503* __ __ 383 445 FP
s26/26_0503* __ __ 606 668 FP
s26/26_0503* __ __ 1686 1748 FP
s27/27_0401* 1152 1177 __ __ FN
s27/27_0401* 1682 1733 __ __ FN
s27/27_0401* 2158 2182 __ __ FN
s27/27_0401* 2241 2258 __ __ FN
s27/27_0401* __ __ 19 81 FP
s27/27_0401* __ __ 497 559 FP
s27/27_0401* __ __ 579 641 FP
s27/27_0401* __ __ 1091 1153 FP
s27/27_0401* __ __ 1649 1711 FP
s27/27_0402* 2632 2653 __ __ FN
s27/27_0402* 3727 3745 __ __ FN
s27/27_0402* __ __ -21 131 FP
s27/27_0402* __ __ 1021 1083 FP
s27/27_0402* __ __ 2890 3041 FP
s27/27_0101* 417 473 __ __ FN
s27/27_0101* 890 911 __ __ FN
s27/27_0101* 1201 1220 __ __ FN
s27/27_0101* 1221 1224 __ __ FN
s27/27_0101* 1703 1722 __ __ FN
s27/27_0101* __ __ -17 45 FP
s27/27_0101* __ __ 371 526 FP
s27/27_0101* __ __ 844 906 FP
s27/27_0101* __ __ 1198 1260 FP
s27/27_0101* __ __ 1726 1788 FP
s27/27_0102* 314 332 __ __ FN
s27/27_0102* 439 457 __ __ FN
s27/27_0102* 452 509 459 521 TP
s27/27_0102* 553 572 __ __ FN
s27/27_0102* 795 818 __ __ FN
s27/27_0102* 1053 1074 __ __ FN
s27/27_0102* __ __ 289 351 FP
s27/27_0102* __ __ 525 587 FP
s27/27_0502* 169 251 __ __ FN
s27/27_0502* 329 341 __ __ FN
s27/27_0502* 558 599 __ __ FN
s27/27_0502* 1081 1133 1087 1149 TP
s27/27_0502* 1438 1465 __ __ FN
s27/27_0502* 2187 2219 2177 2239 TP
s27/27_0502* __ __ 43 105 FP
s27/27_0502* __ __ 519 581 FP
s27/27_0502* __ __ 1408 1470 FP
s27/27_0503* 359 394 341 403 TP
s27/27_0503* 2225 2271 2225 2287 TP
s27/27_0503* __ __ 11 73 FP
s27/27_0503* __ __ 1211 1273 FP
s27/27_0505* 1122 1234 1153 1215 TP
s27/27_0505* 1758 1813 1769 1831 TP
s27/27_0505* 1918 1982 1902 1964 TP
s27/27_0505* __ __ 579 785 FP
s27/27_0505* __ __ 867 929 FP
s27/27_0505* __ __ 1987 2049 FP
s27/27_0505* __ __ 2251 2313 FP
s27/27_0507* 901 919 __ __ FN
s27/27_0507* 2677 2702 __ __ FN
s27/27_0507* 3187 3212 __ __ FN
s27/27_0507* __ __ 877 939 FP
s27/27_0507* __ __ 1266 1328 FP
s27/27_0507* __ __ 3168 3230 FP
s27/27_0508* 179 243 __ __ FN
s27/27_0508* __ __ 151 213 FP
s27/27_0508* __ __ 224 286 FP
s27/27_0508* __ __ 464 526 FP
s27/27_0508* __ __ 595 657 FP
s30/30_0401* 395 422 __ __ FN
s30/30_0401* 1581 1622 1575 1637 TP
s30/30_0401* 2983 3021 __ __ FN
s30/30_0401* __ __ 898 960 FP
s30/30_0401* __ __ 2941 3003 FP
s30/30_0401* __ __ 3262 3324 FP
s30/30_0401* __ __ 3367 3429 FP
s30/30_0102* 337 385 346 408 TP
s30/30_0102* 761 804 734 796 TP
s30/30_0102* __ __ 16 78 FP
s30/30_0102* __ __ 806 868 FP
s30/30_0502* 167 197 __ __ FN
s30/30_0502* 331 410 __ __ FN
s30/30_0502* 846 895 853 915 TP
s30/30_0502* 1172 1195 __ __ FN
s30/30_0502* 1569 1614 __ __ FN
s30/30_0502* 1918 1954 __ __ FN
s30/30_0502* __ __ 136 198 FP
s30/30_0502* __ __ 301 363 FP
s30/30_0502* __ __ 1537 1599 FP
s30/30_0503* 1419 1438 __ __ FN
s30/30_0503* 1547 1562 __ __ FN
s30/30_0503* __ __ 348 410 FP
s30/30_0503* __ __ 424 486 FP
s30/30_0503* __ __ 1511 1573 FP
s30/30_0503* __ __ 2756 2818 FP
s30/30_0505* 1141 1166 __ __ FN
s30/30_0505* 2232 2302 __ __ FN
s30/30_0505* __ __ 34 96 FP
s30/30_0505* __ __ 1107 1169 FP
s30/30_0505* __ __ 2200 2262 FP
s30/30_0507* 1680 1698 __ __ FN
s30/30_0507* 3179 3193 __ __ FN
s30/30_0507* __ __ 15 77 FP
s30/30_0507* __ __ 1145 1207 FP
s30/30_0507* __ __ 1544 1606 FP
s30/30_0507* __ __ 1629 1691 FP
s30/30_0507* __ __ 3142 3204 FP
s31/31_0401* 515 534 __ __ FN
s31/31_0401* 2850 2876 __ __ FN
s31/31_0401* 3337 3383 __ __ FN
s31/31_0401* __ __ -28 34 FP
s31/31_0401* __ __ 475 537 FP
s31/31_0401* __ __ 2377 2439 FP
s31/31_0401* __ __ 3054 3116 FP
s31/31_0401* __ __ 3303 3450 FP
s31/31_0402* 863 888 __ __ FN
s31/31_0402* 2123 2156 2097 2159 TP
s31/31_0402* 2205 2226 __ __ FN
s31/31_0402* 2395 2450 __ __ FN
s31/31_0402* 3277 3351 3300 3362 TP
s31/31_0402* 3479 3509 __ __ FN
s31/31_0402* __ __ 820 882 FP
s31/31_0402* __ __ 1683 1745 FP
s31/31_0402* __ __ 2412 2474 FP
s31/31_0402* __ __ 2635 2697 FP
s31/31_0402* __ __ 2917 2979 FP
s31/31_0402* __ __ 3157 3219 FP
s31/31_0402* __ __ 3238 3300 FP
s31/31_0402* __ __ 3376 3438 FP
s31/31_0402* __ __ 3443 3505 FP
s31/31_0402* __ __ 4211 4273 FP
s31/31_0101* 382 457 __ __ FN
s31/31_0101* 555 611 565 627 TP
s31/31_0101* 726 843 752 814 TP
s31/31_0101* 836 886 834 896 TP
s31/31_0101* 1089 1140 __ __ FN
s31/31_0101* 1150 1169 __ __ FN
s31/31_0101* 1561 1601 __ __ FN
s31/31_0101* 1631 1640 __ __ FN
s31/31_0101* __ __ -12 50 FP
s31/31_0101* __ __ 437 499 FP
s31/31_0101* __ __ 1191 1253 FP
s31/31_0101* __ __ 1284 1346 FP
s31/31_0101* __ __ 1594 1656 FP
s31/31_0101* __ __ 1941 2003 FP
s31/31_0502* 1595 1653 __ __ FN
s31/31_0502* __ __ 1558 1620 FP
s31/31_0502* __ __ 1746 1808 FP
s31/31_0502* __ __ 2108 2170 FP
s31/31_0503* 2169 2202 __ __ FN
s31/31_0503* __ __ 973 1035 FP
s31/31_0503* __ __ 1404 1466 FP
s31/31_0503* __ __ 2127 2189 FP
s31/31_0503* __ __ 2351 2413 FP
s31/31_0503* __ __ 2414 2476 FP
s31/31_0503* __ __ 2743 2805 FP
s31/31_0505* 2242 2279 __ __ FN
s31/31_0505* __ __ -25 37 FP
s31/31_0505* __ __ 167 229 FP
s31/31_0505* __ __ 1005 1067 FP
s31/31_0505* __ __ 1255 1317 FP
s31/31_0505* __ __ 1345 1407 FP
s31/31_0505* __ __ 1947 2009 FP
s31/31_0505* __ __ 2206 2268 FP
s31/31_0507* 768 793 __ __ FN
s31/31_0507* 834 857 __ __ FN
s31/31_0507* 1500 1520 __ __ FN
s31/31_0507* 1565 1586 __ __ FN
s31/31_0507* 2247 2268 __ __ FN
s31/31_0507* 3114 3144 __ __ FN
s31/31_0507* __ __ 729 862 FP
s31/31_0507* __ __ 1084 1146 FP
s31/31_0507* __ __ 1160 1222 FP
s31/31_0507* __ __ 1304 1366 FP
s31/31_0507* __ __ 1468 1530 FP
s31/31_0507* __ __ 1546 1608 FP
s31/31_0507* __ __ 3086 3148 FP
s32/32_0401* 302 322 __ __ FN
s32/32_0401* 344 360 __ __ FN
s32/32_0401* 406 439 __ __ FN
s32/32_0401* 562 609 548 610 TP
s32/32_0401* 874 897 __ __ FN
s32/32_0401* 1310 1363 __ __ FN
s32/32_0401* 1518 1560 __ __ FN
s32/32_0401* 1650 1674 __ __ FN
s32/32_0401* 1692 1742 __ __ FN
s32/32_0401* 2249 2335 2253 2315 TP
s32/32_0401* 2407 2451 __ __ FN
s32/32_0401* 2796 2845 2772 2834 TP
s32/32_0401* 2912 2961 2915 2977 TP
s32/32_0401* 3173 3197 __ __ FN
s32/32_0401* __ __ 364 426 FP
s32/32_0401* __ __ 837 899 FP
s32/32_0401* __ __ 1280 1342 FP
s32/32_0401* __ __ 1527 1589 FP
s32/32_0401* __ __ 1716 1778 FP
s32/32_0401* __ __ 2977 3039 FP
s32/32_0402* 1531 1550 __ __ FN
s32/32_0402* 2270 2295 __ __ FN
s32/32_0402* 2774 2802 __ __ FN
s32/32_0402* 3200 3210 __ __ FN
s32/32_0402* 3396 3426 __ __ FN
s32/32_0402* 3745 3807 3764 3826 TP
s32/32_0402* 3999 4073 3991 4053 TP
s32/32_0402* __ __ 1166 1228 FP
s32/32_0402* __ __ 3905 3967 FP
s32/32_0101* 885 919 __ __ FN
s32/32_0101* 1234 1250 __ __ FN
s32/32_0101* __ __ 239 301 FP
s32/32_0101* __ __ 840 902 FP
s32/32_0101* __ __ 1192 1254 FP
s32/32_0102* 780 802 __ __ FN
s32/32_0102* __ __ 217 279 FP
s32/32_0102* __ __ 759 821 FP
s32/32_0502* 139 194 __ __ FN
s32/32_0502* 325 345 __ __ FN
s32/32_0502* 404 410 __ __ FN
s32/32_0502* 858 909 845 907 TP
s32/32_0502* 1570 1609 1563 1625 TP
s32/32_0502* 2203 2229 __ __ FN
s32/32_0502* __ __ 112 174 FP
s32/32_0502* __ __ 301 363 FP
s32/32_0502* __ __ 1147 1209 FP
s32/32_0502* __ __ 2172 2234 FP
s32/32_0503* 258 319 237 299 TP
s32/32_0503* 349 416 __ __ FN
s32/32_0503* 656 716 644 706 TP
s32/32_0503* 729 755 __ __ FN
s32/32_0503* 748 820 750 812 TP
s32/32_0503* 1082 1143 1099 1161 TP
s32/32_0503* 1552 1586 1539 1601 TP
s32/32_0503* 1559 1611 1539 1601 TP
s32/32_0503* 1751 1780 __ __ FN
s32/32_0503* 2077 2132 __ __ FN
s32/32_0503* 2454 2500 __ __ FN
s32/32_0503* 2663 2728 __ __ FN
s32/32_0503* __ __ 315 452 FP
s32/32_0503* __ __ 1727 1789 FP
s32/32_0505* 1362 1380 __ __ FN
s32/32_0505* 1382 1405 __ __ FN
s32/32_0505* 1709 1750 1681 1743 TP
s32/32_0505* 2212 2272 __ __ FN
s32/32_0505* __ __ 1369 1431 FP
s32/32_0505* __ __ 2177 2239 FP
s32/32_0507* 1646 1743 1640 1702 TP
s32/32_0507* 2332 2348 __ __ FN
s32/32_0507* __ __ 1774 1836 FP
s33/33_0402* 3682 3699 __ __ FN
s33/33_0402* 4328 4356 __ __ FN
s33/33_0402* __ __ 23 85 FP
s33/33_0402* __ __ 250 312 FP
s33/33_0102* 56 76 __ __ FN
s33/33_0102* 108 130 __ __ FN
s33/33_0102* __ __ 264 326 FP
s33/33_0102* __ __ 417 548 FP
s33/33_0102* __ __ 773 835 FP
s34/34_0401* 1763 1787 __ __ FN
s34/34_0401* __ __ 1163 1225 FP
s34/34_0402* 2170 2185 __ __ FN
s34/34_0402* __ __ 1978 2040 FP
s34/34_0402* __ __ 2434 2496 FP
s34/34_0402* __ __ 2782 2844 FP
s34/34_0402* __ __ 2846 2908 FP
s34/34_0402* __ __ 2966 3028 FP
s34/34_0402* __ __ 3032 3094 FP
s34/34_0402* __ __ 3201 3263 FP
s34/34_0402* __ __ 3811 3873 FP
s34/34_0503* 990 1042 966 1028 TP
s34/34_0503* __ __ 109 171 FP
s36/36_0401* 106 145 97 159 TP
s36/36_0401* __ __ 3464 3526 FP
s36/36_0505* 348 373 __ __ FN
s36/36_0505* 566 582 __ __ FN
s36/36_0505* 1074 1095 __ __ FN
s36/36_0505* __ __ -27 35 FP
s36/36_0505* __ __ 859 921 FP
s37/37_0402* 2783 2810 __ __ FN
s37/37_0402* 3045 3066 __ __ FN
s37/37_0402* 3176 3200 __ __ FN
s37/37_0402* 3397 3413 __ __ FN
s37/37_0402* __ __ -25 37 FP
s37/37_0402* __ __ 3170 3232 FP
s37/37_0402* __ __ 3460 3522 FP
s37/37_0101* 1289 1310 __ __ FN
s37/37_0101* __ __ -30 32 FP
s37/37_0101* __ __ 1554 1616 FP
s37/37_0502* 851 875 __ __ FN
s37/37_0502* 1858 1868 __ __ FN
s37/37_0502* __ __ 831 893 FP
s37/37_0505* 414 423 __ __ FN
s37/37_0505* 1167 1182 __ __ FN
s37/37_0505* 1468 1509 1471 1533 TP
s37/37_0505* 1511 1541 __ __ FN
s37/37_0505* 1941 1974 __ __ FN
s37/37_0505* 2229 2269 2218 2280 TP
s37/37_0505* __ __ -22 40 FP
s37/37_0505* __ __ 1136 1198 FP
s37/37_0507* 846 861 __ __ FN
s37/37_0507* 1571 1680 1580 1642 TP
s37/37_0507* 1751 1762 __ __ FN
s37/37_0507* 2020 2074 __ __ FN
s37/37_0507* 2341 2400 2348 2410 TP
s37/37_0507* 2688 2752 __ __ FN
s37/37_0507* __ __ 1921 2137 FP
s37/37_0507* __ __ 3132 3194 FP
s37/37_0508* 233 255 __ __ FN
s37/37_0508* 322 333 __ __ FN
s37/37_0508* __ __ -26 36 FP
s38/38_0502* 329 342 __ __ FN
s38/38_0502* 878 922 861 923 TP
s38/38_0502* 962 981 __ __ FN
s38/38_0502* 1189 1197 __ __ FN
s38/38_0502* 1782 1841 1785 1847 TP
s38/38_0502* 1869 1882 __ __ FN
s38/38_0502* __ __ 1155 1217 FP
s38/38_0502* __ __ 1867 1929 FP
s38/38_0507* 1242 1263 __ __ FN
s38/38_0507* 1377 1422 1356 1418 TP
s38/38_0507* 1664 1703 1643 1705 TP
s38/38_0507* 1775 1809 1745 1807 TP
s38/38_0507* 1870 1911 __ __ FN
s40/40_0401* 392 415 __ __ FN
s40/40_0401* 592 613 __ __ FN
s40/40_0401* __ __ -29 33 FP
s40/40_0401* __ __ 105 167 FP
s40/40_0401* __ __ 361 501 FP
s40/40_0502* 601 613 __ __ FN
s40/40_0502* 1598 1613 __ __ FN
s40/40_0502* __ __ -3 59 FP
s40/40_0502* __ __ 567 629 FP
s40/40_0502* __ __ 742 804 FP
s40/40_0502* __ __ 1049 1111 FP
s40/40_0502* __ __ 1563 1697 FP
s40/40_0503* 2692 2707 __ __ FN
s40/40_0503* __ __ 191 253 FP
s40/40_0503* __ __ 413 475 FP
